alpha,a_pol,s_pol,E_pol,a_1,a_2,s_bi,E_bi
10.627035087719296,0,0,0,0.12225003686426847,0.12225038155691485,0.7439733761180318,-6.694881451652473
10.67715789473684,0,0,0,0.12123419291002697,0.12123407318609132,0.7402761631849919,-6.752149879785028
10.727280701754385,0,0,0,0.1202285067415284,0.12022847388309571,0.7366129926380821,-6.809673792491374
10.777403508771927,0,0,0,0.11923312029293301,0.11923308218753435,0.7329845037084982,-6.86745341677899
10.827526315789472,0,0,0,0.11824770078031775,0.11824790302270542,0.7293890841956115,-6.925488975024908
10.877649122807016,0,0,0,0.11727255876115235,0.1172724562526847,0.7258266881494776,-6.983780685035864
10.92777192982456,0,0,0,0.11630727235808633,0.11630732141879473,0.722297274332223,-7.042328760125854
10.977894736842103,0,0,0,0.11535248599003155,0.11535213609972983,0.7188003606186972,-7.101133409180339
11.028017543859647,0,0,0,0.11440667876145903,0.11440653446133314,0.715335939056608,-7.16019483675404
11.078140350877192,0,0,0,0.1134706567658185,0.1134707642778009,0.711901469932187,-7.219513243118917
11.128263157894734,0,0,0,0.11254433691071199,0.11254458971445132,0.7084988305772116,-7.279088824324206
11.178385964912279,0,0,0,0.11162779875370499,0.11162832695126329,0.7051276178674833,-7.338921772313309
11.228508771929823,0,0,0,0.11072064097267857,0.11072072539752172,0.7017858090279374,-7.399012274972684
11.278631578947367,0,0,0,0.10982279840061529,0.1098229831769087,0.6984742047718663,-7.45936051618482
11.32875438596491,0,0,0,0.10893413529190055,0.10893394400972381,0.6951930364544604,-7.51996667595221
11.378877192982454,0,0,0,0.108055103987999,0.10805648864621674,0.6919428637502468,-7.580830930408409
11.428999999999998,0,0,0,0.10718500481784632,0.10718503679938422,0.6887177423159201,-7.641953451975031
11.479122807017541,0,0,0,0.10632451829967957,0.10632445155139732,0.6855255468179587,-7.703334409310806
11.529245614035085,0,0,0,0.10547286556715348,0.10547256139936763,0.6823591680469219,-7.7649739674579745
11.57936842105263,0,0,0,0.10462868410243864,0.10462901679727882,0.679220630821568,-7.826872287959535
11.629491228070174,0,0,0,0.1037946422515331,0.10379464270742501,0.6761115381342443,-7.889029528819496
11.679614035087717,0,0,0,0.10296878518355031,0.1029686794347202,0.6730281575627245,-7.9514458446539305
11.729736842105261,0,0,0,0.1021514067066264,0.10215169385425037,0.6699723489654363,-8.014121386719477
11.779859649122805,0,0,0,0.10134292549713332,0.10134298074282383,0.6669436939101574,-8.077056303006144
11.82998245614035,0,0,0,0.10054284582354978,0.10054285824966376,0.6639416903250821,-8.140250738272268
11.880105263157892,0,0,0,0.09975120576632171,0.09975083818626228,0.6609655388155126,-8.203704834144082
11.930228070175437,0,0,0,0.09896712784830801,0.09896703078182939,0.6580132667698292,-8.267418729182243
11.980350877192981,0,0,0,0.09819204824401859,0.09819215194679146,0.6550901734946197,-8.331392558860804
12.030473684210524,0,0,0,0.09742447797946827,0.09742453389199673,0.652189546791715,-8.39562645582241
12.080596491228068,0,0,0,0.09666495307248765,0.09666492849159695,0.6493136878159371,-8.460120549684811
12.130719298245612,0,0,0,0.09591339402128532,0.09591324392836241,0.646463158324282,-8.524874967294648
12.180842105263157,0,0,0,0.09516989898998296,0.09516992881894473,0.6436377655178522,-8.589889832729067
12.2309649122807,0,0,0,0.09443384110354837,0.09443381758327299,0.6408349273981683,-8.655165267368925
12.281087719298243,0,0,0,0.09370554919517775,0.09370523928295814,0.638056011223658,-8.720701389894739
12.331210526315788,0,0,0,0.09298553540185357,0.09298427684908298,0.6353014141761,-8.786498316419902
12.38133333333333,0,0,0,0.09227140781809044,0.09227137839976801,0.6325694785706888,-8.852556160583692
12.431456140350875,0,0,0,0.09156553769643275,0.09156547766154965,0.6298604397578755,-8.918875033395935
12.481578947368419,0,0,0,0.09086714323695029,0.09086699436470536,0.627175009345699,-8.985455043573758
12.531701754385963,0,0,0,0.09017597087657114,0.09017577571872736,0.624511552842151,-9.052296297373733
12.581824561403506,0,0,0,0.08949233571681466,0.08949220820098949,0.6218720316778247,-9.119398898699155
12.63194736842105,0,0,0,0.08881473696105682,0.08881459627007424,0.6192500460977266,-9.186762949462356
12.682070175438595,0,0,0,0.0881451023766256,0.08814495119116428,0.6166538203203958,-9.254388548889635
12.732192982456139,0,0,0,0.08748168359248076,0.08748148180791783,0.6140760308648504,-9.322275794460683
12.782315789473682,0,0,0,0.08682520715984655,0.08682496043613566,0.6115198832386209,-9.390424781246168
12.832438596491226,0,0,0,0.08617585784399415,0.08617562434751287,0.608986139507458,-9.458835602402194
12.88256140350877,0,0,0,0.08553277598277965,0.08553259215879758,0.6064711588346667,-9.527508348989342
12.932684210526313,0,0,0,0.08489645344469669,0.08489622149752017,0.6039774555530494,-9.596443110119175
12.982807017543857,0,0,0,0.08426720529716455,0.08426695818457547,0.6015059373373064,-9.66563997296899
13.032929824561402,0,0,0,0.08364349892599182,0.08364327528123514,0.5990510656437115,-9.735099022784958
13.083052631578946,0,0,0,0.08302690884881096,0.08302684310402582,0.5966189492084526,-9.804820342994756
13.133175438596489,0,0,0,0.08241742657421976,0.08241642529205041,0.5942053343713904,-9.874804015133158
13.183298245614033,0,0,0,0.08181155173666221,0.08181166721125878,0.5918086737761817,-9.945050119262064
13.233421052631577,0,0,0,0.08121333156317265,0.08121340299972689,0.5894330220899037,-10.015558733288122
13.283543859649122,0,0,0,0.08062299559319798,0.08062183464703038,0.5870778355562521,-10.086329933602846
13.333666666666664,0,0,0,0.08003547072550259,0.08003483448918033,0.584739751139739,-10.157363795252156
13.383789473684208,0,0,0,0.0794558202107494,0.0794552691508309,0.582421769357268,-10.228660391029102
13.433912280701753,0,0,0,0.07888104511372243,0.0788805998360729,0.5801174099698166,-10.300219793177794
13.484035087719295,0,0,0,0.0783131055166927,0.07831196026841691,0.5778335963598992,-10.372042071075962
13.53415789473684,0,0,0,0.07774996918183888,0.07774881871972363,0.5755670663461463,-10.444127293559152
13.584280701754384,0,0,0,0.0771926868209524,0.07719198223376712,0.5733192936025512,-10.516475527758164
13.634403508771928,0,0,0,0.07664154345779664,0.07664023907361703,0.5710883675777617,-10.5890868392162
13.684526315789471,0,0,0,0.07609565049771329,0.0760945872018291,0.5688758043745239,-10.661961292323532
13.734649122807015,0,0,0,0.07555439828309113,0.07555462978029152,0.5666784358159602,-10.735098949891444
13.78477192982456,0,0,0,0.07501923793664876,0.07501925821947959,0.5644984198353988,-10.80849987344322
13.834894736842102,0,0,0,0.07449203026526997,0.07449057796848006,0.5623339179619777,-10.882164122571627
13.885017543859647,0,0,0,0.07396559898256674,0.07396589622397845,0.5601898472254941,-10.956091758420254
13.935140350877191,0,0,0,0.07344586821020488,0.07344603442952145,0.558058319472473,-11.030282836382638
13.985263157894735,0,0,0,0.07293062786063426,0.07293176540985667,0.55594552736367,-11.104737413835602
14.035385964912278,0,0,0,0.07242309691767373,0.07242315678897716,0.5538477568162888,-11.179455546317241
14.085508771929822,0,0,0,0.07192006051218908,0.07191938238781685,0.5517671552860318,-11.254437287516541
14.135631578947367,0,0,0,0.07142069579829442,0.07142069907323943,0.5496998094926323,-11.329682690753213
14.185754385964911,0,0,0,0.0709262267007518,0.07092702904982019,0.5476487859092193,-11.405191807766009
14.235877192982453,0,0,0,0.07043737122553997,0.07043753213717298,0.5456123563624233,-11.480964689513094
14.285999999999998,0,0,0,0.06995290174411833,0.06995323610277299,0.5435917925008112,-11.55700138565098
14.336122807017542,0,0,0,0.06947413657898835,0.06947223494291097,0.5415849745063129,-11.633301944841024
14.386245614035085,0,0,0,0.06899860776029025,0.0689980042449714,0.5395941857949995,-11.709866415130989
14.436368421052629,0,0,0,0.06852838900477431,0.06852803405948303,0.5376180356524078,-11.786694842917074
14.486491228070173,0,0,0,0.06806243648526487,0.06806228753071562,0.5356553336101115,-11.863787274050152
14.536614035087718,0,0,0,0.06760124425658427,0.06760102091302936,0.5337073270388388,-11.941143753343216
14.58673684210526,0,0,0,0.06714476250477627,0.06714445799627893,0.5317743622753076,-12.01876432472535
14.636859649122805,0,0,0,0.06669127558506019,0.06669264305648426,0.5298551129727752,-12.096649031063912
